ticker,name,sicsector,sicindustry,famaindustry,sector,industry,location
ACVA,Alberto Culver Co,Manufacturing,Perfumes Cosmetics & Other Toilet Preparations,Consumer Goods,Consumer Defensive,Household & Personal Products,Illinois U.S.A
ACVC,Active Voice Corp,Manufacturing,Telephone & Telegraph Apparatus,Electronic Equipment,Technology,Communication Equipment,Washington U.S.A
ACW,Accuride Corp,Manufacturing,Motor Vehicle Parts & Accessories,Automobiles and Trucks,Consumer Cyclical,Auto Parts,Indiana U.S.A
ACY,Aerocentury Corp,Services,Services-Equipment Rental & Leasing Nec,Business Services,Industrials,Rental & Leasing Services,California U.S.A
AD,Advo Inc,Services,Services-Direct Mail Advertising Services,Business Services,Consumer Cyclical,Marketing Services,Connecticut U.S.A
ADAC1,Adac Laboratories,Manufacturing,X-Ray Apparatus & Tubes & Related Irradiation Apparatus,Medical Equipment,Healthcare,Diagnostics & Research,California U.S.A
ADAM,Adam Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,Georgia U.S.A
ADAP,Adaptimmune Therapeutics PLC,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Biotechnology,United Kingdom
ADAPQ,Adaptive Broadband Corp,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,Electronic Equipment,Technology,Communication Equipment,California U.S.A
ADAX,Applied Digital Access Inc,Manufacturing,Instruments For Meas & Testing Of Electricity & Elec Signals,Measuring and Control Equipment,Technology,Communication Equipment,California U.S.A
ADBE,Adobe Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,California U.S.A
ADBL,Audible Inc,Services,Services-Business Services Nec,Business Services,Industrials,Business Services,New Jersey U.S.A
ADC,Agree Realty Corp,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Retail,Michigan U.S.A
ADCC,Andean Development Corp,Services,Services-Engineering Accounting Research Management,Business Services,Industrials,Business Services,China
ADCT,Adc Telecommunications Inc,Manufacturing,Telephone & Telegraph Apparatus,Electronic Equipment,Technology,Communication Equipment,Minnesota U.S.A
ADELQ,Adelphia Communications Corp,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,Communication,Communication Services,Pay TV,Colorado U.S.A
ADEP,Adept Technology Inc,Manufacturing,Special Industry Machinery Nec,Machinery,Technology,Semiconductor Equipment & Materials,California U.S.A
ADES,Advanced Emissions Solutions Inc,Manufacturing,Miscellaneous Chemical Products,Chemicals,Industrials,Pollution & Treatment Controls,Colorado U.S.A
ADEX,Ade Corp,Manufacturing,Instruments For Meas & Testing Of Electricity & Elec Signals,Measuring and Control Equipment,Technology,Communication Equipment,Massachusetts U.S.A
ADFC,Adforce Inc,Services,Services-Computer Processing & Data Preparation,Business Services,Technology,Internet Content & Information,California U.S.A
ADFS,American Defense Systems Inc,Manufacturing,Miscellaneous Transportation Equipment,Automobiles and Trucks,Consumer Cyclical,Recreational Vehicles,North Carolina U.S.A
ADGE,American Dg Energy Inc,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,Utilities,Utilities,Utilities - Regulated Electric,Massachusetts U.S.A
ADGF,Adams Golf Inc,Manufacturing,Sporting & Athletic Goods Nec,Recreation,Consumer Cyclical,Leisure,Texas U.S.A
ADGI,Allied Defense Group Inc,Manufacturing,Ordnance & Accessories (No Vehicles/Guided Missiles),Defense,Industrials,Aerospace & Defense,Virginia U.S.A
ADHH,Adaiah Distribution Inc,Wholesale Trade,Wholesale-Furniture & Home Furnishings,Wholesale,Technology,Software - Application,Russian Federation
ADI,Analog Devices Inc,Manufacturing,Semiconductors & Related Devices,Electronic Equipment,Technology,Semiconductors,Massachusetts U.S.A
ADIC,Advanced Digital Information Corp,Manufacturing,Computer Storage Devices,Computers,Technology,Data Storage,Washington U.S.A
ADIL,Adial Pharmaceuticals Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Virginia U.S.A
ADLR,Adolor Corp,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Pennsylvania U.S.A
ADLTQ,Advanced Lighting Technologies Inc,Manufacturing,Electric Lighting & Wiring Equipment,Electrical Equipment,Technology,Electronic Components,Ohio U.S.A
ADM,Archer Daniels Midland Co,Manufacturing,Fats & Oils,Food Products,Consumer Defensive,Farm Products,Illinois U.S.A
ADMA,Adma Biologics Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Biotechnology,New Jersey U.S.A
ADMG,Adamant Dri Processing & Minerals Group,Mining,Metal Mining,Non-Metallic and Industrial Metal Mining,Basic Materials,Industrial Metals & Minerals,China
ADMGQ,Advanced Materials Group Inc,Manufacturing,Plastics Foam Products,Rubber and Plastic Products,Consumer Cyclical,Packaging & Containers,Texas U.S.A
ADMP,Adamis Pharmaceuticals Corp,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Drug Manufacturers - Specialty & Generic,California U.S.A
ADMS,Adamas Pharmaceuticals Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Drug Manufacturers - Specialty & Generic,California U.S.A
ADMT,Adm Tronics Unlimited Inc,Manufacturing,Adhesives & Sealants,Chemicals,Industrials,Diversified Industrials,New Jersey U.S.A
ADNC,Audience Inc,Manufacturing,Semiconductors & Related Devices,Electronic Equipment,Technology,Semiconductors,California U.S.A
ADNT,Adient plc,Manufacturing,Motor Vehicle Parts & Accessories,Automobiles and Trucks,Consumer Cyclical,Auto Parts,Ireland
ADOM,Adomani Inc,Manufacturing,Motor Vehicle Parts & Accessories,Automobiles and Trucks,Consumer Cyclical,Auto Parts,California U.S.A
ADP,Automatic Data Processing Inc,Services,Services-Computer Processing & Data Preparation,Business Services,Industrials,Business Services,New Jersey U.S.A
ADPC,Allied Products Corp,Manufacturing,Farm Machinery & Equipment,Machinery,Industrials,Farm & Construction Equipment,Illinois U.S.A
ADPI,American Dental Partners Inc,Services,Services-Misc Health & Allied Services Nec,Healthcare,Healthcare,Medical Care,Massachusetts U.S.A
ADPT,Adeptus Health Inc,Services,Services-Hospitals,Healthcare,Healthcare,Medical Care,Texas U.S.A
ADRO,Aduro Biotech Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,California U.S.A
ADRX,Andrx Corp,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Florida U.S.A
ADS,Alliance Data Systems Corp,Services,Services-Business Services Nec,Business Services,Financial Services,Credit Services,Texas U.S.A
ADSC,Atlantic Data Services Inc,Services,Services-Computer Processing & Data Preparation,Business Services,Technology,Internet Content & Information,Massachusetts U.S.A
ADSI,American Disposal Services Inc,Transportation Communications Electric Gas And Sanitary Service,Refuse Systems,Almost Nothing,Industrials,Waste Management,Illinois U.S.A
ADSK,Autodesk Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,California U.S.A
ADSO1,Adaptive Solutions Inc,Manufacturing,Computer Communications Equipment,Computers,Technology,Communication Equipment,Oregon U.S.A
ADSP,Ariel Corp,Manufacturing,Printed Circuit Boards,Electronic Equipment,Technology,Contract Manufacturers,New Jersey U.S.A
ADSW,Advanced Disposal Services Inc,Transportation Communications Electric Gas And Sanitary Service,Refuse Systems,Almost Nothing,Industrials,Waste Management,Florida U.S.A
ADT,ADT Inc,Services,Services-Detective Guard & Armored Car Services,Business Services,Industrials,Security & Protection Services,New York U.S.A
ADT1,ADT Corp,Services,Services-Detective Guard & Armored Car Services,Business Services,Industrials,Security & Protection Services,Florida U.S.A
ADTC,Advanced Deposition Technologies Inc,Manufacturing,Miscellaneous Fabricated Metal Products,Construction Materials,Industrials,Diversified Industrials,Utah U.S.A
ADTM1,Adatom Com Inc,Retail Trade,Retail-Catalog & Mail-Order Houses,Retail,Consumer Cyclical,Specialty Retail,California U.S.A
ADTN,Adtran Inc,Manufacturing,Telephone & Telegraph Apparatus,Electronic Equipment,Technology,Communication Equipment,Alabama U.S.A
ADUS,Addus HomeCare Corp,Services,Services-Home Health Care Services,Healthcare,Healthcare,Medical Care,Illinois U.S.A
ADV,Advest Group Inc,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,Trading,Financial Services,Capital Markets,Connecticut U.S.A
ADVM,Adverum Biotechnologies Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Biotechnology,California U.S.A
ADVNQ,Advanta Corp,Finance Insurance And Real Estate,Personal Credit Institutions,Banking,Financial Services,Credit Services,Pennsylvania U.S.A
ADVP,Advancepcs,Retail Trade,Retail-Drug Stores And Proprietary Stores,Retail,Consumer Defensive,Pharmaceutical Retailers,Texas U.S.A
ADVS,Advent Software Inc,Services,Services-Computer Programming Services,Business Services,Technology,Software - Application,California U.S.A
ADXS,Advaxis Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,New Jersey U.S.A
ADY,Feihe International Inc,Manufacturing,Dairy Products,Food Products,Consumer Defensive,Packaged Foods,California U.S.A
ADYN,Avidyn Inc,Finance Insurance And Real Estate,Insurance Agents Brokers & Service,Insurance,Financial Services,Insurance Brokers,Texas U.S.A
ADZA,Adeza Biomedical Corp,Manufacturing,Instruments For Meas & Testing Of Electricity & Elec Signals,Measuring and Control Equipment,Technology,Communication Equipment,California U.S.A
AE,Adams Resources & Energy Inc,Wholesale Trade,Wholesale-Petroleum & Petroleum Products (No Bulk Stations),Wholesale,Energy,Oil & Gas Integrated,Texas U.S.A
AEA,Advance America Cash Advance Centers Inc,Finance Insurance And Real Estate,Personal Credit Institutions,Banking,Financial Services,Credit Services,South Carolina U.S.A
AEC,Associated Estates Realty Corp,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Diversified,Ohio U.S.A
AEDC,American Energy Development Corp,Mining,Crude Petroleum & Natural Gas,Petroleum and Natural Gas,Energy,Oil & Gas E&P,New York U.S.A
AEE,Ameren Corp,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,Utilities,Utilities,Utilities - Regulated Electric,Missouri U.S.A
AEG,Aegon Nv,Finance Insurance And Real Estate,Life Insurance,Insurance,Financial Services,Insurance - Diversified,Netherlands
AEGG,American Energy Group Ltd,Mining,Crude Petroleum & Natural Gas,Petroleum and Natural Gas,Energy,Oil & Gas E&P,Connecticut U.S.A
AEGN,Aegion Corp,Construction,Water Sewer Pipeline Comm & Power Line Construction,Construction,Industrials,Engineering & Construction,Missouri U.S.A
AEGN1,Aerogen Inc,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Devices,California U.S.A
AEGR,Aegerion Pharmaceuticals Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Massachusetts U.S.A
AEH1,Allegiance Corp,Services,Services-Specialty Outpatient Facilities Nec,Healthcare,Healthcare,Medical Care,Illinois U.S.A
AEHR,Aehr Test Systems,Manufacturing,Instruments For Meas & Testing Of Electricity & Elec Signals,Measuring and Control Equipment,Technology,Semiconductor Equipment & Materials,California U.S.A
AEIC,Air Express International Corp,Transportation Communications Electric Gas And Sanitary Service,Arrangement Of Transportation Of Freight & Cargo,Transportation,Industrials,Integrated Shipping & Logistics,Connecticut U.S.A
AEIS,Advanced Energy Industries Inc,Manufacturing,Electronic Components Nec,Electronic Equipment,Technology,Electronic Components,Colorado U.S.A
AEL,American Equity Investment Life Holding Co,Finance Insurance And Real Estate,Life Insurance,Insurance,Financial Services,Insurance - Life,Iowa U.S.A
AEM,Agnico Eagle Mines Ltd,Mining,Gold And Silver Ores,Precious Metals,Basic Materials,Gold,Ontario Canada
AEMD,Aethlon Medical Inc,Manufacturing,Laboratory Analytical Instruments,Measuring and Control Equipment,Technology,Scientific & Technical Instruments,California U.S.A
AEN,Amc Entertainment Inc,Services,Services-Motion Picture Theaters,Entertainment,Consumer Cyclical,Media - Diversified,Kansas U.S.A
AEO,American Eagle Outfitters Inc,Retail Trade,Retail-Family Clothing Stores,Retail,Consumer Cyclical,Apparel Stores,Pennsylvania U.S.A
AEP,American Electric Power Co Inc,Transportation Communications Electric Gas And Sanitary Service,Electric Services,Utilities,Utilities,Utilities - Regulated Electric,Ohio U.S.A
AEPI,Aep Industries Inc,Manufacturing,Unsupported Plastics Film & Sheet,Rubber and Plastic Products,Industrials,Diversified Industrials,New Jersey U.S.A
AER,AerCap Holdings NV,Services,Services-Equipment Rental & Leasing Nec,Business Services,Industrials,Airports & Air Services,Ireland
AER1,Aegis Realty Inc,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Diversified,New York U.S.A
AERG,Applied Energetics Inc,Manufacturing,Search Detection Navagation Guidance Aeronautical Sys,Electronic Equipment,Industrials,Aerospace & Defense,Arizona U.S.A
AERI,Aerie Pharmaceuticals Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Drug Manufacturers - Major,North Carolina U.S.A
AERL,Aerial Communications Inc,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,Communication,Communication Services,Telecom Services,Illinois U.S.A
AERS,Aero Systems Engineering Inc,Services,Services-Engineering Services,Business Services,Industrials,Engineering & Construction,Minnesota U.S.A
AERT,Advanced Environmental Recycling Technologies Inc,Manufacturing,Millwood Veneer Plywood & Structural Wood Members,Construction Materials,Basic Materials,Building Materials,Arkansas U.S.A
AES,Aes Corp,Transportation Communications Electric Gas And Sanitary Service,Cogeneration Services & Small Power Producers,Almost Nothing,Utilities,Utilities - Diversified,Virginia U.S.A
AESK,American Skiing Co,Services,Services-Miscellaneous Amusement & Recreation,Entertainment,Consumer Cyclical,Leisure,Maine U.S.A
AESP,Aesp Inc,Manufacturing,Computer Communications Equipment,Computers,Technology,Communication Equipment,Florida U.S.A
AET,Aetna Inc,Finance Insurance And Real Estate,Hospital & Medical Service Plans,Insurance,Healthcare,Health Care Plans,Connecticut U.S.A
AETC,Applied Extrusion Technologies Inc,Manufacturing,Unsupported Plastics Film & Sheet,Rubber and Plastic Products,Industrials,Diversified Industrials,Delaware U.S.A
AETI,American Electric Technologies Inc,Manufacturing,Electrical Industrial Apparatus,Electrical Equipment,Industrials,Diversified Industrials,Texas U.S.A
AETUF,Arc Resources Ltd,Mining,Crude Petroleum & Natural Gas,Petroleum and Natural Gas,Energy,Oil & Gas E&P,Alberta Canada
AEY,Addvantage Technologies Group Inc,Wholesale Trade,Wholesale-Durable Goods,Wholesale,Technology,Electronics Distribution,Oklahoma U.S.A
AEYE,Audioeye Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,Arizona U.S.A
